0.0,0.0,1.00000000000000000e+000,1.00000000000000000e+000,-0.00000000000000000e+000,0.00000000000000000e+000,-0.00000000000000000e+000,0.00000000000000000e+000
7.66666666666666620e-003,7.66666666666666710e-003,9.34009198485808544e-01,9.34009198496774218e-01,2.06407071014571757e-01,2.06407071016503547e-01,7.59479820617308776e-04,7.59479885835403373e-04
1.53333333333333320e-002,1.53333333333333340e-002,8.87588671686043939e-01,8.87588671706363464e-01,3.99256428131916696e-01,3.99256428142144182e-01,2.83675244636629689e-03,2.83675255671290896e-03
2.30000000000000000e-002,2.30000000000000030e-002,8.58447237553288555e-01,8.58447237581792866e-01,5.82575446902384275e-01,5.82575446924590513e-01,6.02943549299983245e-03,6.02943563428773398e-03
3.06666666666666650e-002,3.06666666666666680e-002,8.44741847210308649e-01,8.44741847246185507e-01,7.59921032546879704e-01,7.59921032583237067e-01,1.02418367067030752e-02,1.02418368689799825e-02
3.83333333333333300e-002,3.83333333333333370e-002,8.45013275507286776e-01,8.4501327555001593e-01,9.34470564196646424e-01,9.34470564248515601e-01,1.54619626510928108e-02,1.54619628274337597e-02
4.59999999999999990e-002,4.60000000000000060e-002,8.58132774337049708e-01,8.58132774386351827e-01,1.1090999457446653e+00,1.1090999458130133e+00,2.17470604318145306e-02,2.174706061745613e-02
5.36666666666666610e-002,5.36666666666666680e-002,8.83258005621718855e-01,8.83258005677516223e-01,1.28645079168696163e+00,1.28645079177261357e+00,2.92155129245537277e-02,2.92155131162781974e-02
6.13333333333333300e-002,6.13333333333333370e-002,9.19796834422555886e-01,9.19796834484942872e-01,1.46898850080861742e+00,1.46898850091241174e+00,3.80436160153177285e-02,3.80436162110173657e-02
6.89999999999999920e-002,6.90000000000000060e-002,9.673777869698299e-01,9.67377787039050308e-01,1.65905271222380967e+00,1.65905271234669849e+00,4.84662783078489006e-02,4.84662785062196927e-02
7.66666666666666610e-002,7.66666666666666750e-002,1.02582616794327829e+00,1.02582616801971005e+00,1.85890140194863362e+00,1.85890140209174937e+00,6.07810592010479822e-02,6.07810594013751815e-02
8.43333333333333300e-002,8.43333333333333430e-002,1.09514499026344624e+00,1.09514499034758917e+00,2.07074966361169865e+00,2.07074966377640957e+00,7.53552426609488956e-02,7.53552428629574723e-02
9.19999999999999980e-002,9.20000000000000120e-002,1.17550000273993604e+00,1.17550000283240386e+00,2.29680402094809643e+00,2.29680402113604921e+00,9.26358616901721138e-02,9.26358618939221307e-02
9.96666666666666530e-002,9.96666666666666670e-002,1.26720820934639788e+00,1.26720820944791491e+00,2.5392929375318376e+00,2.53929293774500398e+00,1.13162764033059706e-01,1.13162764238872241e-01
1.07333333333333320e-001,1.07333333333333340e-001,1.37072936119888599e+00,1.37072936131028756e+00,2.80049401479721282e+00,2.80049401503793938e+00,1.37584958414796287e-01,1.37584958623205023e-01
1.14999999999999990e-001,1.15000000000000000e-001,1.48665997038378705e+00,1.48665997050601862e+00,3.08275819585027299e+00,3.08275819612133351e+00,1.66680613402028027e-01,1.66680613613723855e-01
1.22666666666666660e-001,1.22666666666666670e-001,1.61572944480713642e+00,1.61572944494150317e+00,3.38853111195554479e+00,3.3885311122602122e+00,2.0138120510627458e-01,2.01381205322057639e-01
1.30333333333333330e-001,1.30333333333333360e-001,1.75879797569722495e+00,1.75879797584593001e+00,3.72037151178904634e+00,3.72037151213121354e+00,2.42800429858504557e-01,2.42800430079250091e-01
